Unnamed: 0;CODGEO;LIBGEO;DEP;SUPERF;MED16;Geo_Shape;geo_point_2d;Cluster Labels;1st Most Common Venue;2nd Most Common Venue;3rd Most Common Venue;4th Most Common Venue;5th Most Common Venue;6th Most Common Venue;7th Most Common Venue;8th Most Common Venue;9th Most Common Venue;10th Most Common Venue
89;93071;Sevran;93;7.28;15783.6013514;"{""type"": ""Polygon"", ""coordinates"": [[[2.5175598529, 48.9256604403], [2.5175599669, 48.925795333], [2.5129162459, 48.9304141309], [2.5085708677, 48.9338514103], [2.5071132364, 48.9355675349], [2.5083892706, 48.9406464647], [2.5084580475, 48.9407357744], [2.5099651262, 48.9426205166], [2.511879687, 48.9440114004], [2.5175358844, 48.9481142599], [2.5217051104, 48.9497937005], [2.5241446815, 48.9505740744], [2.524618507, 48.9507189364], [2.528120686, 48.9511716104], [2.5291627062, 48.9512971071], [2.5382992346, 48.9515259805], [2.5425624183, 48.9507024149], [2.5428353202, 48.9505667686], [2.5495686607, 48.9463873158], [2.55324582, 48.9439433916], [2.5538712372, 48.9434475287], [2.5542095576, 48.9429982561], [2.5546157571, 48.9419548206], [2.5559644284, 48.9384472895], [2.5565702249, 48.9365592696], [2.5570423162, 48.9353002388], [2.5572440137, 48.9345357047], [2.556902389, 48.9345812043], [2.5501393657, 48.9351774065], [2.5446449767, 48.9341314878], [2.5406390612, 48.9299372736], [2.5360629237, 48.9279322429], [2.5312163509, 48.9267479163], [2.5178318553, 48.9256147725], [2.5175598529, 48.9256604403]]]}";48.9390274514,2.53062675236;1;Supermarket;Fast Food Restaurant;Shopping Mall;Park;Hotel;Bakery;Train Station;Japanese Restaurant;Clothing Store;Ice Cream Shop
90;93072;Stains;93;5.39;14598.3333333;"{""type"": ""Polygon"", ""coordinates"": [[[2.3759318951, 48.9720187453], [2.3764096943, 48.9719286073], [2.377229518, 48.9717934825], [2.3783894579, 48.9716583169], [2.3824479878, 48.9712872079], [2.3845399503, 48.9709958117], [2.3943172032, 48.9625584034], [2.4051384898, 48.9571144881], [2.4073892852, 48.9561247528], [2.407273742, 48.9559587171], [2.4038348962, 48.9519480262], [2.4039033442, 48.9518134764], [2.4044483489, 48.9513188895], [2.4041749275, 48.9512294027], [2.400421602, 48.9497934421], [2.3993288967, 48.9491198143], [2.3987144149, 48.9485358048], [2.3986456851, 48.9482216143], [2.3985093448, 48.9480869389], [2.3976486309, 48.9486068926], [2.3944136882, 48.9482947347], [2.3928504977, 48.9477005026], [2.3899938776, 48.9459872734], [2.3886012569, 48.9449460129], [2.3875952954, 48.9445793692], [2.3860069685, 48.944048765], [2.3843012442, 48.9436353417], [2.3840281981, 48.9436357375], [2.3717520578, 48.9469290258], [2.371479565, 48.9473340697], [2.3706618471, 48.9491310256], [2.3711121442, 48.9598796503], [2.3736746182, 48.9645962026], [2.3756583186, 48.9712547541], [2.3759318951, 48.9720187453]]]}";48.9566497407,2.38543561129;1;Fast Food Restaurant;Train Station;Supermarket;Hotel;Shopping Mall;Park;Steakhouse;Sandwich Place;Furniture / Home Store;Korean Restaurant
91;93073;Tremblay-en-France;93;22.44;20009.5652174;"{""type"": ""Polygon"", ""coordinates"": [[[2.5005212404, 48.9752829277], [2.5003026164, 48.9755733711], [2.5004037139, 48.9777040909], [2.5018765918, 48.9785348177], [2.5037023521, 48.9794694991], [2.5058032657, 48.979346884], [2.5090261731, 48.980192811], [2.5105094352, 48.9806682736], [2.5147638796, 48.9822556213], [2.5183558101, 48.9894603436], [2.5243742031, 48.9962411227], [2.5276657685, 49.0000551246], [2.5322372194, 49.0052237354], [2.5342855927, 49.0061911609], [2.5354933007, 49.006560921], [2.5394380764, 49.0056283534], [2.5432207432, 49.0052399619], [2.5477767708, 49.0048732511], [2.5530841608, 49.0067661883], [2.5530565519, 49.009816203], [2.5533988897, 49.0099047004], [2.5547678803, 49.0106210591], [2.5569708199, 49.0116507086], [2.5581338067, 49.0120083831], [2.5619595298, 49.0122256252], [2.5657856608, 49.0123977864], [2.5661892486, 49.0110495383], [2.5673833282, 49.0080082329], [2.5695136466, 49.0057768611], [2.5715398078, 49.0007404294], [2.571671586, 48.999841685], [2.5725605619, 48.9999293808], [2.5758390395, 49.0002827146], [2.577392315, 48.9964962003], [2.5803194899, 48.9915931374], [2.5805616751, 48.9879979907], [2.5797962901, 48.9849847038], [2.5777354568, 48.9820190057], [2.5719219579, 48.9797386339], [2.567113126, 48.9803993983], [2.5638706287, 48.9804730809], [2.5635148134, 48.980383662], [2.5624857478, 48.979127282], [2.5624839204, 48.9788575053], [2.5634346214, 48.9777324303], [2.56973361, 48.9711332094], [2.5781650174, 48.962590679], [2.5858751171, 48.9570008487], [2.5872335657, 48.9558293126], [2.5893050071, 48.9537582539], [2.5902861758, 48.952273346], [2.5909614392, 48.9507891835], [2.5912329465, 48.9502937205], [2.5914347632, 48.9499787696], [2.5919093847, 48.9493491081], [2.5919767284, 48.9489446718], [2.5950745921, 48.9408852152], [2.5959331869, 48.9386084774], [2.5953641641, 48.9385822776], [2.5940244701, 48.9384815261], [2.5859635796, 48.9374872409], [2.5795822748, 48.936451553], [2.5773439182, 48.9365902613], [2.5762015138, 48.9367453978], [2.5742841198, 48.9373590976], [2.5725393526, 48.9388870374], [2.5705718795, 48.9407567725], [2.5701662123, 48.9416105192], [2.5691491695, 48.9430960487], [2.569014269, 48.9432304533], [2.5690141439, 48.9434103054], [2.5684045586, 48.9443190652], [2.5676563961, 48.9448154596], [2.5648594063, 48.9468961215], [2.5631063955, 48.9494966983], [2.5627086257, 48.9521489559], [2.562256993, 48.9581129557], [2.557579945, 48.9653329406], [2.552343411, 48.969799835], [2.5499603521, 48.9713322164], [2.5497564401, 48.9713773124], [2.5446623465, 48.9683258364], [2.5363561398, 48.9663966064], [2.5330953867, 48.9681383834], [2.5298799726, 48.9711859479], [2.5277740589, 48.9737063414], [2.5240219154, 48.9760708981], [2.5160983442, 48.9764204722], [2.505025149, 48.9759868188], [2.5005212404, 48.9752829277]]]}";48.9784393812,2.55500199052;2;Hotel;Airport Lounge;Dessert Shop;French Restaurant;Bakery;Airport Service;Sandwich Place;Accessories Store;Japanese Restaurant;Fast Food Restaurant
92;93074;Vaujours;93;3.78;22388.888888900005;"{""type"": ""Polygon"", ""coordinates"": [[[2.5570423162, 48.9353002388], [2.5573153167, 48.9352994489], [2.5618846936, 48.9352011325], [2.5622259396, 48.9352005809], [2.5685754713, 48.9367163918], [2.5686494284, 48.9378389445], [2.5686535111, 48.9388281531], [2.5678071267, 48.9403124905], [2.5665540951, 48.9424266338], [2.5664880611, 48.9426512109], [2.5688094838, 48.9432315153], [2.569014269, 48.9432304533], [2.5691491695, 48.9430960487], [2.5701662123, 48.9416105192], [2.5705718795, 48.9407567725], [2.5725393526, 48.9388870374], [2.5742841198, 48.9373590976], [2.5762015138, 48.9367453978], [2.5773439182, 48.9365902613], [2.5795822748, 48.936451553], [2.5859635796, 48.9374872409], [2.5940244701, 48.9384815261], [2.5953641641, 48.9385822776], [2.5959331869, 48.9386084774], [2.5977253786, 48.9388006536], [2.6012144563, 48.9384454126], [2.6031883743, 48.9375428064], [2.6031184312, 48.9372278318], [2.6026031768, 48.9299861092], [2.6025997962, 48.9293566073], [2.6018484827, 48.9289089735], [2.5983148216, 48.927344135], [2.5941798721, 48.9257357879], [2.5929506773, 48.9253341386], [2.5923362853, 48.9250209003], [2.5920576097, 48.9252303827], [2.5869985885, 48.9274747322], [2.5792483759, 48.9272733115], [2.5736484408, 48.9254828425], [2.5690504134, 48.9260158531], [2.5652599634, 48.9272323726], [2.5648539309, 48.9281319737], [2.5645822001, 48.9283117411], [2.5645154228, 48.9286262449], [2.5643142316, 48.9293458331], [2.5636645387, 48.9306528129], [2.563482038, 48.9309318224], [2.5631462057, 48.9314287962], [2.562992031, 48.9315847076], [2.56095725, 48.9331734795], [2.5598628007, 48.9336325901], [2.5594917603, 48.9337679162], [2.5592866389, 48.933813025], [2.5579910815, 48.9336805573], [2.5573787125, 48.9342655216], [2.5572440137, 48.9345357047], [2.5570423162, 48.9353002388]]]}";48.9325361418,2.58245041554;1;Supermarket;Fast Food Restaurant;Train Station;Shopping Mall;Hotel;Park;Bakery;Gas Station;Hardware Store;Mobile Phone Shop
93;93077;Villemomble;93;4.04;21782.2222222;"{""type"": ""Polygon"", ""coordinates"": [[[2.529846599, 48.8742881231], [2.5297363424, 48.8738155456], [2.5264337291, 48.8752261532], [2.5255093531, 48.8755246649], [2.5248353958, 48.8755723536], [2.5224659252, 48.8752607527], [2.5204326157, 48.8745727364], [2.5196839865, 48.8744393331], [2.5189341235, 48.8744399192], [2.5145752421, 48.874896266], [2.5128060528, 48.8755725641], [2.5123662758, 48.8760905818], [2.5118561232, 48.8766973436], [2.5105649862, 48.8774187236], [2.5093400208, 48.8779146311], [2.5091354998, 48.877914692], [2.5090674124, 48.8780502102], [2.5082518081, 48.8783652223], [2.5057325643, 48.8791777259], [2.5054602843, 48.8791334341], [2.5037719373, 48.8774510127], [2.5008082479, 48.8771176331], [2.5005351204, 48.8771632587], [2.4991054795, 48.8775242088], [2.4976081975, 48.8781105877], [2.4970652174, 48.8784257683], [2.4946216421, 48.8815388172], [2.4950270166, 48.8838886471], [2.4954154422, 48.884754528], [2.4954451232, 48.8852097071], [2.4940201126, 48.88562907], [2.4908206841, 48.8863520463], [2.4868020095, 48.8870309593], [2.4872146903, 48.8884689326], [2.4902852778, 48.8893633701], [2.4946458011, 48.8894475023], [2.4974472863, 48.8919602776], [2.4997757931, 48.8956059319], [2.4998440551, 48.8957411131], [2.5001163485, 48.8956505207], [2.5074316321, 48.8983364813], [2.5076358963, 48.8985162828], [2.5077720347, 48.8981112561], [2.5078365466, 48.8973471122], [2.5077675625, 48.89685311], [2.5076294461, 48.8963138581], [2.5074919335, 48.8959994348], [2.5069407792, 48.8942839871], [2.5074811891, 48.8926656572], [2.5090461284, 48.8921684704], [2.5100662363, 48.8914487042], [2.5111538953, 48.8905034778], [2.5113578481, 48.8902785833], [2.5114931905, 48.890098374], [2.5125115663, 48.8889729894], [2.5155732057, 48.8878001217], [2.5158463674, 48.8877553616], [2.5162558266, 48.888159009], [2.5166837109, 48.8887821614], [2.5180374316, 48.8908974004], [2.5181957754, 48.8911768236], [2.5204280487, 48.888839484], [2.5268019768, 48.8813645651], [2.5295780738, 48.8751872896], [2.529846599, 48.8742881231]]]}";48.8843794006,2.50918143824;1;Supermarket;Fast Food Restaurant;Hotel;Train Station;Park;Furniture / Home Store;Seafood Restaurant;Department Store;Italian Restaurant;Clothing Store
94;93078;Villepinte;93;10.37;17933.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.569014269, 48.9432304533], [2.5688094838, 48.9432315153], [2.5664880611, 48.9426512109], [2.5665540951, 48.9424266338], [2.5678071267, 48.9403124905], [2.5686535111, 48.9388281531], [2.5686494284, 48.9378389445], [2.5685754713, 48.9367163918], [2.5622259396, 48.9352005809], [2.5618846936, 48.9352011325], [2.5573153167, 48.9352994489], [2.5570423162, 48.9353002388], [2.5565702249, 48.9365592696], [2.5559644284, 48.9384472895], [2.5546157571, 48.9419548206], [2.5542095576, 48.9429982561], [2.5538712372, 48.9434475287], [2.55324582, 48.9439433916], [2.5495686607, 48.9463873158], [2.5428353202, 48.9505667686], [2.5425624183, 48.9507024149], [2.5382992346, 48.9515259805], [2.5291627062, 48.9512971071], [2.528120686, 48.9511716104], [2.524618507, 48.9507189364], [2.5241446815, 48.9505740744], [2.5236305417, 48.9509551172], [2.5223060091, 48.9523050305], [2.5189123032, 48.955621411], [2.5139935627, 48.9598784291], [2.5139302507, 48.9599312284], [2.5088210796, 48.9640199881], [2.504787639, 48.9657875105], [2.496958077, 48.9719543291], [2.4960054328, 48.9727191832], [2.4980848903, 48.9739436789], [2.4958534513, 48.9750098138], [2.5005212404, 48.9752829277], [2.505025149, 48.9759868188], [2.5160983442, 48.9764204722], [2.5240219154, 48.9760708981], [2.5277740589, 48.9737063414], [2.5298799726, 48.9711859479], [2.5330953867, 48.9681383834], [2.5363561398, 48.9663966064], [2.5446623465, 48.9683258364], [2.5497564401, 48.9713773124], [2.5499603521, 48.9713322164], [2.552343411, 48.969799835], [2.557579945, 48.9653329406], [2.562256993, 48.9581129557], [2.5627086257, 48.9521489559], [2.5631063955, 48.9494966983], [2.5648594063, 48.9468961215], [2.5676563961, 48.9448154596], [2.5684045586, 48.9443190652], [2.5690141439, 48.9434103054], [2.569014269, 48.9432304533]]]}";48.9595327185,2.53641870203;2;Hotel;Airport Lounge;French Restaurant;Supermarket;Bakery;Japanese Restaurant;Park;Fast Food Restaurant;Multiplex;Shopping Mall
95;93079;Villetaneuse;93;2.31;14801.0;"{""type"": ""Polygon"", ""coordinates"": [[[2.3534663375, 48.9656238249], [2.3534775718, 48.9652695766], [2.3533581308, 48.9592798352], [2.3520242216, 48.9507079857], [2.352024292, 48.9504831677], [2.3518192414, 48.9503930311], [2.3515121974, 48.9498320221], [2.3510689512, 48.9491353835], [2.3499772197, 48.948326416], [2.3485431423, 48.9473833841], [2.3481336417, 48.9471581374], [2.3459379481, 48.9465292735], [2.3458014173, 48.9465294278], [2.3447099183, 48.9473382118], [2.3415712921, 48.9495853928], [2.3372737674, 48.95264083], [2.3333843275, 48.9552469425], [2.333315681, 48.9553823508], [2.3340238065, 48.9561740477], [2.3402077868, 48.9633214399], [2.3458218065, 48.965423199], [2.3524875121, 48.9658073887], [2.3534663375, 48.9656238249]]]}";48.9567644994,2.34523261959;1;Fast Food Restaurant;French Restaurant;Supermarket;Shopping Mall;Hotel;Train Station;Furniture / Home Store;Clothing Store;Park;Italian Restaurant
96;94001;Ablon-sur-Seine;94;1.11;22216.1666667;"{""type"": ""Polygon"", ""coordinates"": [[[2.4142655675, 48.7178144391], [2.4141303461, 48.7179936663], [2.4113524626, 48.7232543903], [2.4110164293, 48.7260500228], [2.4110373692, 48.7261220821], [2.4172146564, 48.7284702825], [2.4214377631, 48.7293066259], [2.4227454818, 48.7292032253], [2.4340387872, 48.7266480171], [2.4344999163, 48.7256203358], [2.4348468316, 48.7248439567], [2.4351282329, 48.7240906516], [2.4337689574, 48.7238224706], [2.4313918525, 48.7236438712], [2.4280620072, 48.7231971234], [2.4255483772, 48.7227047441], [2.4231016632, 48.7219427995], [2.4207231329, 48.7210453176], [2.4180722248, 48.7198343491], [2.4146732139, 48.7179486592], [2.4142655675, 48.7178144391]]]}";48.7246120288,2.42119202096;1;Supermarket;Hotel;Fast Food Restaurant;Train Station;French Restaurant;Electronics Store;Shopping Mall;Coffee Shop;Park;Sandwich Place
97;94002;Alfortville;94;3.67;19694.5;"{""type"": ""Polygon"", ""coordinates"": [[[2.4147835524, 48.7772712475], [2.4152149699, 48.7777545436], [2.4159535802, 48.7786359789], [2.4169695015, 48.7800350219], [2.4220115762, 48.7880345263], [2.4223976281, 48.7889411888], [2.422670538, 48.790109927], [2.4226739248, 48.7917720299], [2.4224708074, 48.792536435], [2.4222679494, 48.7930310218], [2.4221324275, 48.7933451551], [2.4216572627, 48.7943348896], [2.4211145623, 48.79515251], [2.4205039989, 48.7958276943], [2.4183987426, 48.7977160872], [2.4154431839, 48.8001453161], [2.4109918187, 48.8038325466], [2.4096335515, 48.8052270923], [2.4092947136, 48.8058109194], [2.4090903175, 48.8063054713], [2.4088876289, 48.807249724], [2.4088902176, 48.8084630075], [2.4089590081, 48.8093618326], [2.4096430954, 48.8118421135], [2.4102587368, 48.8139982702], [2.4102592794, 48.8146728079], [2.410123645, 48.8153466734], [2.4100297696, 48.8156996661], [2.4098126908, 48.8161087115], [2.4095708036, 48.8164231991], [2.4093609378, 48.8166757873], [2.4103900056, 48.816480305], [2.4119793946, 48.816352326], [2.4135276995, 48.8162439107], [2.4150244112, 48.816242249], [2.4159099817, 48.8163320193], [2.416045462, 48.816151906], [2.420596035, 48.8111968776], [2.4219513636, 48.8100549277], [2.4229244171, 48.8091215725], [2.4236640483, 48.8082374491], [2.4241337486, 48.8075040166], [2.4244885099, 48.806820394], [2.4252332021, 48.8053480856], [2.4257021663, 48.8043061521], [2.427385191, 48.8002004248], [2.4321358304, 48.7883942585], [2.4327446429, 48.7867314624], [2.433038628, 48.785980959], [2.4319412459, 48.7831381346], [2.428238297, 48.7765242304], [2.428032781, 48.7760303707], [2.4249493683, 48.7762593087], [2.4183369889, 48.7768820678], [2.4147835524, 48.7772712475]]]}";48.7960818608,2.42143357065;1;Supermarket;Fast Food Restaurant;Train Station;Bus Stop;French Restaurant;Hotel;Asian Restaurant;Bakery;Park;Clothing Store
98;94003;Arcueil;94;2.33;21500.4347826;"{""type"": ""Polygon"", ""coordinates"": [[[2.343845689, 48.7976619286], [2.3433525197, 48.7979056555], [2.3418125983, 48.7985672374], [2.3410355048, 48.7988687511], [2.3346131041, 48.7986991596], [2.3303634239, 48.7996009078], [2.3254285516, 48.8010463737], [2.3239420483, 48.8015533304], [2.3259523316, 48.8066606601], [2.3263573965, 48.8082962413], [2.3252487503, 48.8084204008], [2.325004377, 48.8081537004], [2.3247595426, 48.8076072856], [2.324345341, 48.8066812682], [2.3214533379, 48.8059408749], [2.3183355349, 48.8060229694], [2.3178605003, 48.8084045535], [2.3179930383, 48.8085779931], [2.3188726915, 48.8097243373], [2.3190467534, 48.8099510763], [2.3217898452, 48.8096959526], [2.3255135677, 48.8095281473], [2.3287667513, 48.8134372169], [2.3290632573, 48.8137833468], [2.3305485349, 48.8135011704], [2.3327803739, 48.813088236], [2.3343582325, 48.8130178851], [2.3411905328, 48.8109556581], [2.3425118982, 48.806597291], [2.3436877653, 48.8059939645], [2.344862029, 48.805407706], [2.3446193039, 48.8051113746], [2.344386259, 48.8048034035], [2.3440731186, 48.8042602506], [2.3437218121, 48.8031799485], [2.3462990537, 48.802322557], [2.3474835228, 48.8016733695], [2.347783908, 48.8014960292], [2.3473089723, 48.8009340124], [2.3476966758, 48.7989997271], [2.3476750616, 48.7986596368], [2.3458161188, 48.7972967809], [2.3446033797, 48.7972766459], [2.343845689, 48.7976619286]]]}";48.8053725236,2.33400842576;2;Hotel;French Restaurant;Italian Restaurant;Park;Bakery;Japanese Restaurant;Pizza Place;Clothing Store;Sandwich Place;Restaurant
99;94004;Boissy-Saint-Léger;94;8.94;19779.5652174;"{""type"": ""Polygon"", ""coordinates"": [[[2.4997503348, 48.7629690007], [2.4998644792, 48.7631250772], [2.5103271932, 48.7611663361], [2.5225888443, 48.7575751479], [2.5392481715, 48.7554810851], [2.5401990147, 48.7554793534], [2.5566430888, 48.7545422842], [2.5556106633, 48.7537433624], [2.5517152348, 48.750229165], [2.5511368548, 48.7472607013], [2.5528481847, 48.7468983593], [2.5476209923, 48.7402103291], [2.5421424379, 48.7347397944], [2.5396901146, 48.7331257739], [2.5375117057, 48.7316116998], [2.5353956829, 48.7301293065], [2.5359548576, 48.7285565673], [2.5365044256, 48.7282160168], [2.532904268, 48.7277648549], [2.5308331954, 48.7275156821], [2.5300804656, 48.7279183678], [2.5225327173, 48.7321787296], [2.5216689709, 48.7331088856], [2.5206704695, 48.7341994925], [2.5187925165, 48.7364333257], [2.5169677716, 48.738483857], [2.5159048508, 48.7397540452], [2.5130900594, 48.7430956709], [2.5118263324, 48.7445862585], [2.5086355308, 48.7457712059], [2.5049712711, 48.7463838695], [2.5016755393, 48.7489874876], [2.4938545918, 48.7584245976], [2.4931665952, 48.7592302559], [2.4934822135, 48.7593692057], [2.4960755858, 48.7604450851], [2.4972903093, 48.7610222325], [2.4982064193, 48.7616727643], [2.4989126663, 48.7622207746], [2.4997503348, 48.7629690007]]]}";48.7471775627,2.52583826559;1;Supermarket;Fast Food Restaurant;Train Station;Hotel;Steakhouse;Clothing Store;Furniture / Home Store;Shopping Mall;Gas Station;French Restaurant
